idfile,id,block,trial,relCue,irrelCue,validity,targetLoc,relCueCol,gammaBlock,RT,correct,I,guessCue,Switch,Lamda,Gamma,pMUi,pMuNitI,pe,logRTmod,logRTexp
01_trials_model.mod,1,4,77,1,1,1,1,2,0.87778,NA,3,61,2,67,0.74387,0.89361,0.55318,0.19048,0.20721,-1.574,NA
01_trials_model.mod,1,4,78,2,1,1,2,2,0.87778,NA,3,62,2,68,0.81995,0.89532,0.64264,0.14111,0.17585,-1.7381,NA
01_trials_model.mod,1,4,79,1,1,1,1,2,0.87778,NA,3,63,2,69,0.86804,0.89698,0.70478,0.10714,0.1554,-1.8617,NA
01_trials_model.mod,1,4,80,1,2,1,1,2,0.87778,NA,3,64,2,70,0.89682,0.89859,0.74463,0.08567,0.14253,-1.9482,NA
01_trials_model.mod,1,4,81,2,1,1,2,2,0.87778,NA,3,65,2,71,0.9135,0.90015,0.76906,0.07282,0.13446,-2.0065,NA
01_trials_model.mod,1,4,82,2,2,1,2,2,0.87778,NA,3,66,2,72,0.92302,0.90167,0.78378,0.065371,0.12925,-2.046,NA
01_trials_model.mod,1,4,83,1,1,1,1,2,0.87778,NA,3,67,2,73,0.92842,0.90313,0.79273,0.061123,0.12572,-2.0737,NA
01_trials_model.mod,1,4,84,2,2,1,2,2,0.87778,NA,3,68,2,74,0.9315,0.90456,0.79834,0.058712,0.12316,-2.0943,NA
01_trials_model.mod,1,4,85,1,1,1,1,2,0.87778,NA,3,69,2,75,0.93328,0.90594,0.80205,0.057337,0.12114,-2.1108,NA
01_trials_model.mod,1,4,86,1,1,1,1,2,0.87778,NA,3,70,2,76,0.93435,0.90729,0.80469,0.056539,0.11945,-2.1248,NA
01_trials_model.mod,1,4,87,2,1,0,1,2,0.87778,NA,3,71,2,77,0.62557,0.89451,0.093665,0.056062,0.74679,-0.29197,NA
01_trials_model.mod,1,4,88,2,2,1,2,2,0.87778,NA,3,72,2,78,0.73877,0.89597,0.54846,0.19393,0.20747,-1.5728,NA
01_trials_model.mod,1,4,89,2,2,1,2,2,0.87778,NA,3,73,2,79,0.81697,0.8974,0.64004,0.14339,0.17534,-1.741,NA
01_trials_model.mod,1,4,90,1,2,0,2,2,0.87778,NA,3,74,2,1,0.45303,0.88527,0.08984,0.10847,0.67454,-0.39373,NA
01_trials_model.mod,1,5,1,1,1,1,1,1,0.72165,NA,3,75,2,2,0,0.51,NA,NA,0.39141,-0.93801,NA
01_trials_model.mod,1,5,2,2,2,1,2,1,0.72165,NA,3,76,2,3,0,0.51,NA,NA,0.39141,-0.93801,NA
01_trials_model.mod,1,5,3,1,1,1,1,1,0.72165,NA,3,77,2,4,0,0.51,NA,NA,0.39141,-0.93801,NA
01_trials_model.mod,1,5,4,2,2,0,1,1,0.72165,NA,3,78,2,5,0,0.51,NA,NA,0.39141,-0.93801,NA
01_trials_model.mod,1,5,5,2,1,1,2,1,0.72165,374.08,1,79,2,6,0,0.51,NA,NA,0.39141,-0.93801,5.9245
01_trials_model.mod,1,5,6,2,2,1,2,1,0.72165,338.95,1,1,1,7,0.7,0.51,NA,NA,0.39141,-0.93801,5.8259
01_trials_model.mod,1,5,7,1,1,1,1,1,0.72165,313.99,1,2,1,8,0.76123,0.755,0.51234,0.1607,0.30589,-1.1845,5.7494
01_trials_model.mod,1,5,8,1,1,0,2,1,0.72165,449.25,1,3,1,1,0.73197,0.50333,0.3642,0.13336,0.50244,-0.68828,6.1076
01_trials_model.mod,1,5,9,2,1,1,2,1,0.72165,325.99,1,4,1,2,0,0.51,NA,NA,0.39141,-0.93801,5.7869
01_trials_model.mod,1,5,10,2,1,1,2,1,0.72165,435.16,1,5,1,3,0,0.51,NA,NA,0.39141,-0.93801,6.0757
01_trials_model.mod,1,5,11,1,1,1,1,1,0.72165,360.21,1,6,1,4,0,0.51,NA,NA,0.39141,-0.93801,5.8867
01_trials_model.mod,1,5,12,1,2,1,1,1,0.72165,333.52,1,7,1,5,0,0.51,NA,NA,0.39141,-0.93801,5.8097
01_trials_model.mod,1,5,13,2,1,1,2,1,0.72165,358.29,1,8,1,6,0,0.51,NA,NA,0.39141,-0.93801,5.8813
01_trials_model.mod,1,5,14,2,1,0,1,1,0.72165,376.92,1,1,1,7,0.7,0.51,NA,NA,0.39141,-0.93801,5.932
01_trials_model.mod,1,5,15,1,2,0,2,1,0.72165,373.5,1,2,1,1,0.7588,0.255,0.50556,0.1607,0.31409,-1.1581,5.9229
01_trials_model.mod,1,5,16,2,1,0,1,1,0.72165,338.89,1,3,1,2,0,0.51,NA,NA,0.39141,-0.93801,5.8257
01_trials_model.mod,1,5,17,2,1,1,2,1,0.72165,255.88,1,4,1,3,0,0.51,NA,NA,0.39141,-0.93801,5.5447
01_trials_model.mod,1,5,18,2,1,1,2,1,0.72165,304.01,1,5,1,4,0,0.51,NA,NA,0.39141,-0.93801,5.7171
01_trials_model.mod,1,5,19,1,1,0,2,1,0.72165,360.7,1,6,1,5,0,0.51,NA,NA,0.39141,-0.93801,5.888
01_trials_model.mod,1,5,20,1,2,1,1,1,0.72165,309.35,1,7,1,6,0,0.51,NA,NA,0.39141,-0.93801,5.7345
01_trials_model.mod,1,5,21,1,1,0,2,1,0.72165,411.61,1,1,1,7,0.7,0.51,NA,NA,0.39141,-0.93801,6.0201
01_trials_model.mod,1,5,22,2,2,0,1,1,0.72165,366.74,1,2,1,1,0.7588,0.255,0.50556,0.1607,0.31409,-1.1581,5.9047
01_trials_model.mod,1,5,23,1,2,1,1,1,0.72165,339.75,1,3,1,2,0,0.51,NA,NA,0.39141,-0.93801,5.8282
01_trials_model.mod,1,5,24,2,1,0,1,1,0.72165,300.64,1,4,1,3,0,0.51,NA,NA,0.39141,-0.93801,5.7059
01_trials_model.mod,1,5,25,1,1,1,1,1,0.72165,356.8,1,5,1,4,0,0.51,NA,NA,0.39141,-0.93801,5.8772
01_trials_model.mod,1,5,26,1,2,1,1,1,0.72165,389.32,1,6,1,5,0,0.51,NA,NA,0.39141,-0.93801,5.9644
01_trials_model.mod,1,5,27,2,1,1,2,1,0.72165,338.63,1,7,1,6,0,0.51,NA,NA,0.39141,-0.93801,5.8249
01_trials_model.mod,1,5,28,2,1,1,2,1,0.72165,659.18,1,1,1,7,0.7,0.51,NA,NA,0.39141,-0.93801,6.491
01_trials_model.mod,1,5,29,2,1,0,1,1,0.72165,NA,2,2,1,1,0.7588,0.255,0.50556,0.1607,0.31409,-1.1581,NA
01_trials_model.mod,1,5,30,1,2,1,1,1,0.72165,332.89,1,3,1,2,0,0.51,NA,NA,0.39141,-0.93801,5.8078
01_trials_model.mod,1,5,31,1,2,0,2,1,0.72165,537.85,1,4,1,3,0,0.51,NA,NA,0.39141,-0.93801,6.2876
01_trials_model.mod,1,5,32,1,1,1,1,1,0.72165,346,1,5,1,4,0,0.51,NA,NA,0.39141,-0.93801,5.8464
01_trials_model.mod,1,5,33,2,2,1,2,1,0.72165,358.39,1,6,1,5,0,0.51,NA,NA,0.39141,-0.93801,5.8816
01_trials_model.mod,1,5,34,2,1,0,1,1,0.72165,363.29,1,7,1,6,0,0.51,NA,NA,0.39141,-0.93801,5.8952
01_trials_model.mod,1,5,35,2,1,1,2,1,0.72165,328.48,1,1,2,7,0.7,0.51,NA,NA,0.39141,-0.93801,5.7945
01_trials_model.mod,1,5,36,2,2,1,2,1,0.72165,276.96,1,2,2,8,0.76123,0.755,0.51234,0.1607,0.30589,-1.1845,5.6239
01_trials_model.mod,1,5,37,2,1,1,2,1,0.72165,309.31,1,3,2,1,0.73197,0.50333,0.3642,0.13336,0.50244,-0.68828,5.7343
01_trials_model.mod,1,5,38,2,1,0,1,1,0.72165,422.37,1,4,2,2,0,0.51,NA,NA,0.39141,-0.93801,6.0459
01_trials_model.mod,1,5,39,1,1,0,2,1,0.72165,395.67,1,5,2,3,0,0.51,NA,NA,0.39141,-0.93801,5.9806
01_trials_model.mod,1,5,40,1,2,1,1,1,0.72165,331.45,1,6,2,4,0,0.51,NA,NA,0.39141,-0.93801,5.8035
01_trials_model.mod,1,5,41,2,1,1,2,1,0.72165,936.45,1,7,2,5,0,0.51,NA,NA,0.39141,-0.93801,6.8421
01_trials_model.mod,1,5,42,2,2,1,2,1,0.72165,356.85,1,8,2,6,0,0.51,NA,NA,0.39141,-0.93801,5.8773
01_trials_model.mod,1,5,43,1,1,1,1,1,0.72165,361.84,1,1,1,7,0.7,0.51,NA,NA,0.39141,-0.93801,5.8912
01_trials_model.mod,1,5,44,1,1,1,1,1,0.72165,301.86,1,2,1,8,0.76123,0.755,0.51234,0.1607,0.30589,-1.1845,5.71
01_trials_model.mod,1,5,45,1,2,1,1,1,0.72165,336.74,1,3,1,9,0.82144,0.83667,0.61351,0.13336,0.22345,-1.4986,5.8193
01_trials_model.mod,1,5,46,1,1,0,2,1,0.72165,413.14,1,4,1,10,0.73358,0.6275,0.29318,0.10648,0.59353,-0.52167,6.0238
01_trials_model.mod,1,5,47,1,2,1,1,1,0.72165,373.64,1,5,1,11,0.77344,0.702,0.49743,0.14571,0.34376,-1.0678,5.9233
01_trials_model.mod,1,5,48,2,2,1,2,1,0.72165,419.36,1,6,1,12,0.81389,0.75167,0.55938,0.12791,0.29517,-1.2202,6.0387
01_trials_model.mod,1,5,49,1,2,1,1,1,0.72165,379.41,1,7,1,13,0.84829,0.78714,0.61421,0.10985,0.25642,-1.3609,5.9386
01_trials_model.mod,1,5,50,1,2,1,1,1,0.72165,328.55,1,8,1,14,0.87476,0.81375,0.65997,0.094487,0.22554,-1.4892,5.7947
01_trials_model.mod,1,5,51,2,1,1,2,1,0.72165,329.03,1,9,1,15,0.8939,0.83444,0.69648,0.082669,0.20104,-1.6042,5.7961
01_trials_model.mod,1,5,52,1,1,1,1,1,0.72165,385.73,1,10,1,16,0.90722,0.851,0.72484,0.074124,0.18156,-1.7061,5.9551
01_trials_model.mod,1,5,53,1,1,1,1,1,0.72165,541.3,1,11,1,17,0.91633,0.86455,0.74667,0.068174,0.16595,-1.796,6.294
01_trials_model.mod,1,5,54,1,2,1,1,1,0.72165,366.96,1,12,1,18,0.92254,0.87583,0.76354,0.064106,0.15328,-1.8755,5.9053
01_trials_model.mod,1,5,55,1,1,1,1,1,0.72165,271.1,1,13,1,19,0.92682,0.88538,0.77678,0.061334,0.14282,-1.9462,5.6025
01_trials_model.mod,1,5,56,1,2,1,1,1,0.72165,325.71,1,14,1,20,0.92982,0.89357,0.78737,0.059425,0.13405,-2.0096,5.786
01_trials_model.mod,1,5,57,2,1,1,2,1,0.72165,298.17,1,15,1,21,0.932,0.90067,0.79604,0.058083,0.12658,-2.0669,5.6977
01_trials_model.mod,1,5,58,1,1,1,1,1,0.72165,371.05,1,16,1,22,0.93362,0.90687,0.80329,0.057113,0.12013,-2.1192,5.9163
01_trials_model.mod,1,5,59,2,2,1,2,1,0.72165,317.6,1,17,1,23,0.93488,0.91235,0.80946,0.056388,0.1145,-2.1672,5.7608
01_trials_model.mod,1,5,60,2,2,0,1,1,0.72165,474.85,1,18,1,24,0.68762,0.86167,0.12289,0.055828,0.74869,-0.28943,6.163
01_trials_model.mod,1,5,61,2,2,1,2,1,0.72165,311.23,1,19,1,25,0.77726,0.86895,0.58006,0.16623,0.21323,-1.5454,5.7405
01_trials_model.mod,1,5,62,2,1,1,2,1,0.72165,344.87,1,20,1,26,0.83835,0.8755,0.65452,0.1262,0.1852,-1.6863,5.8432
01_trials_model.mod,1,5,63,2,1,1,2,1,0.72165,332.52,1,21,1,27,0.87726,0.88143,0.70703,0.098927,0.16539,-1.7995,5.8067
01_trials_model.mod,1,5,64,2,1,1,2,1,0.72165,321.53,1,22,1,28,0.90099,0.88682,0.74217,0.081555,0.15148,-1.8873,5.7731
01_trials_model.mod,1,5,65,1,2,1,1,1,0.72165,321.8,1,23,1,29,0.91514,0.89174,0.76519,0.070957,0.1415,-1.9554,5.7739
01_trials_model.mod,1,5,66,2,2,1,2,1,0.72165,368.8,1,24,1,30,0.9235,0.89625,0.78038,0.06464,0.13406,-2.0095,5.9103
01_trials_model.mod,1,5,67,1,2,1,1,1,0.72165,369.39,1,25,1,31,0.92848,0.9004,0.79072,0.060905,0.12823,-2.0539,5.9119
01_trials_model.mod,1,5,68,1,2,1,1,1,0.72165,459.95,1,26,1,32,0.93151,0.90423,0.79811,0.058682,0.12346,-2.0919,6.1311
01_trials_model.mod,1,5,69,1,2,1,1,1,0.72165,336.48,1,27,1,33,0.93342,0.90778,0.80369,0.05733,0.11937,-2.1255,5.8185
01_trials_model.mod,1,5,70,1,1,0,2,1,0.72165,613.94,1,28,1,34,0.66189,0.87536,0.11056,0.05648,0.74844,-0.28976,6.4199
01_trials_model.mod,1,5,71,1,2,0,2,1,0.72165,387.06,1,29,1,1,0.35961,0.84517,0.099796,0.17772,0.62413,-0.4714,5.9586
01_trials_model.mod,1,5,72,2,2,1,2,1,0.72165,385.35,1,30,1,2,0,0.51,NA,NA,0.39141,-0.93801,5.9542
01_trials_model.mod,1,5,73,1,2,1,1,1,0.72165,360.6,1,31,1,3,0,0.51,NA,NA,0.39141,-0.93801,5.8878
01_trials_model.mod,1,5,74,2,2,1,2,1,0.72165,378.49,1,32,1,4,0,0.51,NA,NA,0.39141,-0.93801,5.9362
01_trials_model.mod,1,5,75,2,1,0,1,1,0.72165,341.34,1,33,1,5,0,0.51,NA,NA,0.39141,-0.93801,5.8329
01_trials_model.mod,1,5,76,2,2,0,1,1,0.72165,NA,2,34,1,6,0,0.51,NA,NA,0.39141,-0.93801,NA
01_trials_model.mod,1,5,77,1,1,0,2,1,0.72165,495.01,1,1,1,7,0.7,0.51,NA,NA,0.39141,-0.93801,6.2046
01_trials_model.mod,1,5,78,1,2,1,1,1,0.72165,278.86,1,2,1,8,0.76123,0.755,0.51234,0.1607,0.30589,-1.1845,5.6307
01_trials_model.mod,1,5,79,1,2,1,1,1,0.72165,325.3,1,3,1,9,0.82144,0.83667,0.61351,0.13336,0.22345,-1.4986,5.7847
01_trials_model.mod,1,5,80,2,1,1,2,1,0.72165,369.32,1,4,1,10,0.86642,0.8775,0.69064,0.10648,0.17293,-1.7549,5.9117
01_trials_model.mod,1,5,81,1,2,1,1,1,0.72165,421.39,1,5,1,11,0.89623,0.902,0.74615,0.086392,0.13971,-1.9682,6.0436
01_trials_model.mod,1,5,82,1,1,1,1,1,0.72165,414.71,1,6,1,12,0.91474,0.91833,0.78411,0.073082,0.11733,-2.1427,6.0276
01_trials_model.mod,1,5,83,1,2,1,1,1,0.72165,NA,3,7,1,13,0.92586,0.93,0.80944,0.064818,0.10188,-2.284,NA
01_trials_model.mod,1,5,84,2,2,0,1,1,0.72165,784.58,1,8,1,14,0.73257,0.81375,0.16395,0.059853,0.72984,-0.31493,6.6651
01_trials_model.mod,1,5,85,2,2,0,1,1,0.72165,428.43,1,9,1,15,0.57258,0.72333,0.19579,0.14616,0.62788,-0.46541,6.0601
01_trials_model.mod,1,5,86,2,1,1,2,1,0.72165,403.02,1,10,1,16,0.66094,0.751,0.42417,0.21759,0.3341,-1.0963,5.999
01_trials_model.mod,1,5,87,1,1,1,1,1,0.72165,333.89,1,11,1,17,0.73654,0.77364,0.49801,0.17814,0.29846,-1.2091,5.8108
